Wall time,Step,Value
1590423259.6299176,0,4.439434051513672
1590423261.0745397,8,4.413088321685791
1590423262.5528526,16,4.385472774505615
1590423264.0370061,24,4.314651966094971
1590423265.4169288,32,4.057733058929443
1590423266.8372622,40,3.808497190475464
1590423268.3177614,48,3.6581130027770996
1590423269.7551978,56,3.5920424461364746
1590423271.2289076,64,3.466764211654663
1590423272.7197344,72,3.412937641143799
1590423274.1258485,80,3.336578845977783
1590423275.5516768,88,3.298764228820801
1590423277.0222507,96,3.1656079292297363
1590423278.4152212,104,3.100485324859619
1590423279.9070864,112,3.0528223514556885
1590423281.7539988,120,3.014711856842041
1590423283.1779852,128,2.9889869689941406
1590423284.6485026,136,2.958646774291992
1590423286.0257263,144,2.9081082344055176
1590423287.4822407,152,2.854011297225952
1590423289.3342292,160,2.8520610332489014
1590423290.7791433,168,2.82869029045105
1590423292.235458,176,2.7947545051574707
1590423293.6254873,184,2.7470502853393555
1590423295.0862439,192,2.719623327255249
1590423296.8747258,200,2.6757149696350098
1590423299.9339607,208,2.6722605228424072
1590423301.4077568,216,2.700791597366333
1590423302.9698012,224,2.631486415863037
1590423304.454779,232,2.622380495071411
1590423305.9354694,240,2.617269277572632
1590423307.309452,248,2.5962581634521484
1590423308.7647176,256,2.535414457321167
1590423310.2028239,264,2.5024333000183105
1590423311.6889322,272,2.499025344848633
1590423313.149548,280,2.505584239959717
1590423314.6173134,288,2.507927894592285
1590423316.0158124,296,2.4417858123779297
1590423317.9135115,304,2.3990578651428223
1590423319.3321354,312,2.42726469039917
1590423320.7566078,320,2.3727779388427734
1590423322.1987467,328,2.352818250656128
1590423323.5956516,336,2.343332052230835
1590423325.538908,344,2.331108808517456
1590423326.9134521,352,2.3088371753692627
1590423328.363641,360,2.262768030166626
1590423329.8198764,368,2.249448299407959
1590423331.2334237,376,2.2232046127319336
1590423333.1203465,384,2.246854305267334
1590423334.4832609,392,2.1965982913970947
1590423335.9372258,400,2.173422336578369
1590423338.5563931,408,2.1807796955108643
1590423340.4642045,416,2.148815393447876
1590423341.828167,424,2.102301597595215
1590423343.261299,432,2.1281135082244873
1590423344.775895,440,2.071678638458252
1590423346.1733181,448,2.079585313796997
1590423347.6776974,456,2.0720388889312744
1590423349.0970201,464,2.0374393463134766
1590423350.5673518,472,2.012356996536255
1590423351.9086149,480,2.0152666568756104
1590423353.1237016,488,2.022564649581909
1590423354.5823748,496,2.032884359359741
1590423356.4488668,504,2.0137248039245605
1590423357.59157,512,1.968228816986084
1590423359.003342,520,1.9759573936462402
1590423360.198914,528,1.9669020175933838
1590423361.6137495,536,1.9355443716049194
1590423363.5161564,544,1.9236199855804443
1590423364.907398,552,1.9203028678894043
1590423366.3895147,560,1.8976978063583374
1590423367.769917,568,1.9003170728683472
1590423369.2238164,576,1.8936635255813599
1590423370.3737774,584,1.8802437782287598
1590423371.8586972,592,1.8462740182876587
1590423373.3013074,600,1.8481389284133911
1590423376.2870305,608,1.851057529449463
1590423377.6735053,616,1.823806643486023
1590423379.6443791,624,1.8389686346054077
1590423381.1129658,632,1.8208937644958496
1590423382.634695,640,1.8244858980178833
1590423384.1646361,648,1.8408491611480713
1590423385.3453798,656,1.8132860660552979
1590423386.8834789,664,1.8234869241714478
1590423388.377537,672,1.7928450107574463
