Wall time,Step,Value
1590425542.5048373,0,4.444518566131592
1590425543.122508,4,3.796828508377075
1590425543.5812962,8,3.634439468383789
1590425544.0196795,12,3.5176796913146973
1590425544.5947664,16,3.413203716278076
1590425545.0137403,20,3.318049907684326
1590425545.4303548,24,3.2324883937835693
1590425545.8539138,28,3.1689047813415527
1590425546.2655945,32,3.1208956241607666
1590425546.8057365,36,3.0696842670440674
1590425547.2084527,40,3.0217578411102295
1590425547.6325617,44,2.9757559299468994
1590425548.0515513,48,2.92871356010437
1590425548.4733694,52,2.883883237838745
1590425549.2569225,56,2.836700201034546
1590425549.6872816,60,2.7967915534973145
1590425550.116696,64,2.7542169094085693
1590425550.530295,68,2.712937355041504
1590425550.952745,72,2.6744091510772705
1590425551.480098,76,2.6352598667144775
1590425551.9196415,80,2.595243215560913
1590425552.3378491,84,2.557614803314209
1590425552.7690501,88,2.5312881469726562
1590425553.1939957,92,2.4813880920410156
1590425553.6327536,96,2.4517264366149902
1590425554.139344,100,2.4049506187438965
1590425554.5428927,104,2.3597469329833984
1590425554.9787571,108,2.3235888481140137
1590425555.4050956,112,2.288292407989502
1590425555.8327003,116,2.2610268592834473
1590425556.3422666,120,2.205360174179077
1590425556.7592983,124,2.1669576168060303
1590425557.192922,128,2.1247050762176514
1590425557.6103463,132,2.0934362411499023
1590425558.0462456,136,2.0630149841308594
1590425558.4667752,140,2.0136349201202393
1590425559.0388281,144,1.9735703468322754
1590425559.4595242,148,1.9460216760635376
1590425559.8936603,152,1.9120146036148071
1590425560.2973742,156,1.8565717935562134
1590425560.7161245,160,1.8432252407073975
1590425561.292743,164,1.8006792068481445
1590425561.7183216,168,1.7654896974563599
1590425562.1468046,172,1.739994764328003
1590425562.5732095,176,1.6937700510025024
1590425563.0053926,180,1.663577675819397
1590425563.550559,184,1.61383056640625
1590425563.9831512,188,1.5864474773406982
1590425564.4105582,192,1.562644362449646
1590425564.8265612,196,1.5218545198440552
1590425565.2721114,200,1.4982430934906006
1590425566.5411868,204,1.4545793533325195
1590425566.9532146,208,1.4349374771118164
1590425567.3718145,212,1.423214316368103
1590425567.7954206,216,1.3836681842803955
1590425568.2086139,220,1.3598045110702515
1590425568.766611,224,1.3346374034881592
1590425569.207013,228,1.2969790697097778
1590425569.637466,232,1.2763010263442993
1590425570.067334,236,1.2479833364486694
1590425570.479655,240,1.2231488227844238
1590425570.9883256,244,1.1981992721557617
1590425571.4239612,248,1.163278341293335
1590425571.8546138,252,1.156170129776001
1590425572.2846181,256,1.1568608283996582
1590425572.704436,260,1.1262285709381104
1590425573.1286845,264,1.1085766553878784
1590425573.6744547,268,1.0900678634643555
1590425574.1001384,272,1.059425950050354
1590425574.5247898,276,1.0354455709457397
1590425574.9471903,280,1.00946044921875
1590425575.3883007,284,1.002508282661438
1590425575.9464953,288,0.9731600880622864
1590425576.3816054,292,0.9494491815567017
1590425576.7969468,296,0.9376012086868286
1590425577.2438312,300,0.9327470064163208
1590425577.6715121,304,0.8947800397872925
1590425578.101231,308,0.8924267888069153
1590425578.6703973,312,0.8759793639183044
1590425579.0798569,316,0.8666573762893677
1590425579.507098,320,0.8472931981086731
1590425579.9285789,324,0.8311061859130859
1590425580.3427744,328,0.8279110193252563
1590425580.7950053,332,0.8117005228996277
1590425581.217014,336,0.8019011616706848
1590425581.6531928,340,0.7729597091674805
1590425582.078456,344,0.7626157999038696
1590425582.5234518,348,0.7424477934837341
1590425583.0847378,352,0.7338664531707764
1590425583.5189168,356,0.7204758524894714
1590425583.9383383,360,0.7161113619804382
1590425584.3642697,364,0.7000125646591187
1590425584.7911527,368,0.6905199289321899
1590425585.3457034,372,0.688083291053772
1590425585.7548163,376,0.672088623046875
1590425586.1712408,380,0.6622219681739807
1590425586.6054244,384,0.6643482446670532
1590425587.023567,388,0.6580634713172913
1590425587.4561892,392,0.6341449618339539
1590425588.023725,396,0.626981258392334
1590425588.353634,400,0.6213902235031128
1590425589.249347,404,0.6189431548118591
1590425589.6832907,408,0.609375536441803
1590425590.3246994,412,0.6040619015693665
1590425590.756054,416,0.5924320220947266
1590425591.1815817,420,0.5944295525550842
1590425591.6203792,424,0.5821440815925598
1590425592.0445845,428,0.5852140784263611
1590425592.5798109,432,0.573085606098175
1590425593.0013778,436,0.5674399733543396
1590425593.4126902,440,0.5607391595840454
1590425593.8281846,444,0.5593156814575195
1590425594.2537477,448,0.5507099032402039
1590425594.5741143,452,0.5437674522399902
1590425595.1379573,456,0.5449591875076294
1590425595.4687395,460,0.5405461192131042
1590425595.8929958,464,0.5407931208610535
1590425596.3306527,468,0.5299461483955383
1590425596.6949458,472,0.5259667038917542
1590425597.1136756,476,0.5241444110870361
1590425597.5888343,480,0.5179465413093567
1590425598.0235467,484,0.5123339891433716
1590425598.447258,488,0.5130964517593384
1590425598.868068,492,0.5086444616317749
1590425599.1920767,496,0.5065007209777832
1590425599.62141,500,0.5079445838928223
1590425600.0679374,504,0.5014593601226807
1590425600.3928428,508,0.49626797437667847
1590425600.7226033,512,0.4935373365879059
1590425601.164919,516,0.4938589930534363
1590425601.5003276,520,0.4849195182323456
1590425601.9228745,524,0.4887528717517853
1590425602.4518597,528,0.48490163683891296
1590425602.8831604,532,0.4840770959854126
1590425603.2064674,536,0.48018747568130493
1590425603.6344218,540,0.4776950180530548
1590425604.0632532,544,0.47812792658805847
1590425604.4829295,548,0.46936964988708496
1590425605.0587285,552,0.465816468000412
1590425605.4797616,556,0.4638528823852539
1590425605.8028052,560,0.459102064371109
1590425606.12896,564,0.46394309401512146
1590425606.5569198,568,0.46303659677505493
1590425606.8895729,572,0.45315372943878174
1590425607.3695168,576,0.4582805037498474
1590425607.8140733,580,0.4544944167137146
1590425608.1371293,584,0.45253145694732666
1590425608.577968,588,0.45098739862442017
1590425609.0045362,592,0.44392064213752747
1590425609.444803,596,0.4444345533847809
1590425609.865831,600,0.4441510736942291
1590425610.728347,604,0.44530946016311646
1590425611.1858249,608,0.44539281725883484
1590425611.6579368,612,0.44005513191223145
1590425611.991072,616,0.43810683488845825
1590425612.498399,620,0.4351445436477661
1590425612.8377235,624,0.43507230281829834
1590425613.1658895,628,0.43977925181388855
1590425613.5895889,632,0.43902626633644104
1590425614.010141,636,0.43720510601997375
1590425614.3315241,640,0.42949584126472473
1590425614.7645237,644,0.43033626675605774
1590425615.3340766,648,0.4314165413379669
